grammatical_error,punctuation_mark,uppercase_letter,passive_sentence,positive_sentiment,negative_sentiment,positive_emotion,negative_emotion,modal_verb,strong_modal,weak_modal,avg_word_length,avg_sentence_length,log_word_count,fog_index,emotiveness
10,6.333,0.968,0.0,0.078,0.0,0.0,0.0,0.0,0.0,0.0,6.686,17.0,3.932,6.855,0.207
19,3.7,0.117,0.1,0.073,0.007,0.0,0.0,0.067,0.0,0.067,5.964,13.7,4.92,5.533,0.328
5,4.889,0.297,0.0,0.063,0.01,0.0,0.0,0.2,0.4,0.0,5.323,10.667,4.564,4.317,0.385
4,2.0,0.167,0.0,0.021,0.011,0.0,0.0,0.1,0.0,0.1,5.33,18.8,4.543,7.584,0.192
2,5.5,0.038,0.5,0.128,0.0,0.0,0.0,0.0,0.0,0.0,6.026,19.5,3.664,7.851,0.6
12,5.667,0.275,0.167,0.041,0.0,0.0,0.0,0.0,0.1,0.0,5.838,12.333,4.304,4.976,0.282
2,2.333,0.03,0.333,0.049,0.0,0.0,0.0,0.0,0.0,0.0,5.756,13.667,3.714,5.525,0.19
4,3.5,0.056,0.25,0.109,0.011,0.0,0.0,0.0,0.0,0.0,5.424,23.0,4.522,9.287,0.3
24,23.8,0.148,0.4,0.088,0.004,0.0,0.0,0.036,0.0,0.036,5.836,47.6,5.472,19.101,0.421
4,3.0,0.033,0.0,0.019,0.0,0.0,0.0,0.0,0.0,0.0,5.0,13.5,3.989,5.459,0.25
6,13.0,0.056,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,5.787,40.0,4.382,16.05,0.378
11,3.214,0.045,0.071,0.072,0.006,0.0,0.0,0.037,0.0,0.037,6.102,11.929,5.118,4.855,0.302
0,1.2,0.196,0.0,0.068,0.0,0.0,0.0,0.0,0.0,0.0,5.091,8.8,3.784,3.565,0.261
15,6.077,0.118,0.154,0.09,0.0,0.0,0.0,0.118,0.059,0.059,5.557,17.0,5.398,6.872,0.308
5,5.5,0.018,0.5,0.076,0.0,0.0,0.0,0.0,0.0,0.0,6.576,16.5,4.19,6.697,0.344
12,6.0,0.524,0.0,0.021,0.0,0.0,0.0,0.118,0.0,0.176,4.887,19.4,4.575,7.785,0.326
2,8.0,0.093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.083,12.0,2.485,4.9,0.143
3,5.333,0.051,0.333,0.108,0.0,0.0,0.0,0.25,0.25,0.0,4.811,12.333,3.611,4.966,0.389
6,12.0,0.017,0.0,0.053,0.0,0.0,0.0,0.0,0.0,0.0,5.421,76.0,4.331,30.432,0.333
3,4.5,0.05,0.0,0.077,0.0,0.0,0.0,0.0,0.0,0.0,5.346,13.0,3.258,5.262,0.3
3,7.0,0.107,1.0,0.121,0.0,0.0,0.0,0.0,0.0,0.0,5.939,33.0,3.497,13.224,0.438
0,2.0,0.113,0.25,0.053,0.0,0.0,0.0,0.077,0.0,0.077,5.2,9.375,4.317,3.782,0.294
3,3.8,0.046,0.4,0.073,0.01,0.0,0.0,0.0,0.111,0.0,5.417,19.2,4.564,7.73,0.405
2,2.333,0.028,0.0,0.043,0.0,0.0,0.0,0.0,0.0,0.0,5.34,7.833,3.85,3.193,0.5
13,4.875,0.142,0.25,0.056,0.0,0.0,0.0,0.059,0.0,0.059,5.185,15.5,4.82,6.255,0.352
8,6.167,0.077,0.167,0.033,0.0,0.0,0.0,0.0,0.0,0.0,5.667,15.0,4.5,6.053,0.184
1,4.5,0.014,1.0,0.036,0.0,0.0,0.0,0.25,0.0,0.25,5.143,28.0,4.025,11.257,0.12
6,5.25,0.068,0.5,0.081,0.0,0.0,0.0,0.0,0.0,0.0,5.784,18.5,4.304,7.465,0.2
5,4.0,0.035,0.2,0.094,0.01,0.0,0.0,0.0,0.0,0.0,5.958,19.2,4.564,7.759,0.208
5,5.2,0.047,0.2,0.103,0.0,0.0,0.0,0.083,0.167,0.0,6.009,21.4,4.673,8.639,0.295
3,3.8,0.03,0.4,0.067,0.0,0.0,0.0,0.0,0.0,0.0,5.333,15.0,4.317,6.059,0.519
25,17.0,0.38,0.0,0.009,0.0,0.0,0.0,0.333,0.333,0.0,6.604,53.0,4.663,21.257,0.362
1,2.2,0.467,0.0,0.084,0.012,0.0,0.0,0.5,0.25,0.25,4.53,8.3,4.419,3.359,0.37
0,2.25,0.184,0.5,0.111,0.019,0.0,0.0,0.143,0.143,0.0,5.296,13.5,3.989,5.481,0.25
1,1.0,0.955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,12.0,2.485,4.9,0.0
6,6.667,0.126,0.333,0.071,0.0,0.0,0.0,0.2,0.0,0.2,5.629,23.333,4.248,9.385,0.296
17,8.0,0.169,0.5,0.034,0.0,0.0,0.0,0.0,0.0,0.0,6.373,29.5,4.771,11.854,0.259
1,1.214,0.061,0.0,0.016,0.0,0.0,0.0,0.0,0.0,0.0,4.683,4.5,4.143,1.851,0.176
0,4.667,0.084,0.0,0.068,0.0,0.0,0.0,0.0,0.0,0.0,5.432,14.667,3.784,5.912,0.25
27,6.667,0.078,0.333,0.024,0.018,0.0,0.0,0.087,0.0,0.087,5.982,27.667,5.112,11.108,0.266
8,14.333,0.166,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0,5.821,31.667,4.554,12.734,0.208
7,3.4,0.074,0.2,0.077,0.033,0.0,0.0,0.0,0.0,0.0,5.319,18.2,4.511,7.32,0.27
2,4.5,0.053,0.5,0.036,0.0,0.0,0.0,0.0,0.0,0.0,5.429,14.0,3.332,5.614,0.154
2,8,0.171,0.0,0.048,0.048,0.0,0.0,0,0,0,5.571,21.0,3.045,8.438,0.25
11,52.0,0.296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.661,59.0,4.078,23.641,0.188
11,6.75,0.775,0.0,0.071,0.0,0.0,0.0,0.333,0.333,0.0,5.541,21.25,4.443,8.524,0.519
3,2.8,0.023,0.0,0.017,0.0,0.0,0.0,0.0,0.0,0.0,5.678,11.8,4.078,4.774,0.444
12,6.857,0.045,0.143,0.052,0.01,0.0,0.0,0.0,0.0,0.0,6.313,13.714,4.564,5.556,0.203
11,5.5,0.194,0.0,0.056,0.0,0.0,0.0,0.167,0.0,0.167,5.383,17.833,4.673,7.174,0.286
0,1.333,0.032,0.333,0.033,0.0,0.0,0.0,0.0,0.0,0.0,5.233,10.0,3.401,4.067,0.0
4,16.0,0.052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.356,45.0,3.807,18.062,0.138
4,7.667,0.026,0.333,0.082,0.0,0.0,0.0,0.167,0.0,0.167,5.443,40.667,4.804,16.329,0.222
19,6.857,0.112,0.143,0.067,0.0,0.0,0.0,0.0,0.0,0.0,6.047,27.571,5.263,11.089,0.275
6,2.182,0.355,0.182,0.059,0.0,0.0,0.0,0.0,0.0,0.0,5.743,9.182,4.615,3.716,0.216
2,2.0,0.043,0.143,0.077,0.0,0.0,0.0,0.125,0.0,0.125,4.712,14.857,4.644,5.974,0.343
12,12.0,0.942,0.0,0.083,0.0,0.0,0.0,0.0,0.0,0.0,5.844,19.2,4.564,7.738,0.415
6,3.0,0.036,0.0,0.042,0.0,0.0,0.0,0.167,0.167,0.0,5.104,12.0,3.871,4.85,0.444
3,12.0,0.303,0.0,0.132,0.0,0.0,0.0,0.0,0.167,0.0,5.412,34.0,4.22,13.659,0.357
9,5.4,0.957,0.0,0.075,0.0,0.0,0.0,0.063,0.063,0.063,5.646,16.1,5.081,6.505,0.492
15,47.0,0.139,1.0,0.065,0.008,0.0,0.0,0.2,0.2,0.2,5.911,124.0,4.82,49.642,0.561
6,2.5,0.074,0.2,0.057,0.011,0.0,0.0,0.0,0.0,0.0,5.386,8.8,4.477,3.588,0.606
4,3.857,0.214,0.286,0.051,0.025,0.0,0.0,0.143,0.286,0.0,4.278,11.286,4.369,4.54,0.5
3,2.6,0.066,0.0,0.081,0.015,0.0,0.0,0.0,0.0,0.0,5.637,13.5,4.905,5.477,0.254
3,6.0,0.268,0.0,0.083,0.014,0.0,0.0,0.0,0.0,0.0,5.639,24.0,4.277,9.65,0.407
6,6.0,0.24,0.5,0.069,0.011,0.0,0.0,0.167,0.0,0.167,5.138,21.75,4.466,8.751,0.389
9,5.2,0.038,0.4,0.079,0.008,0.0,0.0,0.0,0.0,0.0,5.976,25.2,4.836,10.172,0.345
2,4.6,0.087,0.4,0.026,0.0,0.0,0.0,0.111,0.0,0.111,5.103,15.6,4.357,6.317,0.44
3,2.5,0.11,0.125,0.053,0.0,0.0,0.0,0.143,0.0,0.143,4.587,9.375,4.317,3.787,0.345
6,10.0,0.09,1.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,5.922,64.0,4.159,25.663,0.375
2,3,0.091,0.0,0.091,0.0,0.0,0.0,0,0,0,5.0,11.0,2.398,4.436,0.0
5,2.5,0.035,0.25,0.069,0.0,0.0,0.0,0.0,0.0,0.167,5.5,18.0,4.277,7.244,0.303
3,3.5,0.05,0.0,0.075,0.0,0.0,0.0,0.5,0.0,0.5,5.025,20.0,3.689,8.07,0.286
8,9.0,0.649,0.0,0.032,0.011,0.0,0.0,0.0,0.0,0.0,5.074,31.333,4.543,12.601,0.308
2,4.25,0.079,0.0,0.045,0.0,0.0,0.0,0.2,0.0,0.2,5.313,16.75,4.205,6.778,0.2
4,6.0,0.02,0.6,0.06,0.0,0.0,0.0,0.0,0.0,0.0,5.833,16.8,4.431,6.782,0.217
5,2.75,0.042,0.25,0.128,0.0,0.0,0.0,0.111,0.111,0.0,6.116,10.75,4.454,4.402,0.474
9,10.25,0.262,0.0,0.068,0.0,0.0,0.0,0.125,0.125,0.0,5.767,18.25,4.29,7.349,0.324
11,8.8,0.103,0.0,0.022,0.011,0.0,0.0,0.0,0.0,0.0,5.648,18.2,4.511,7.328,0.275
0,2.0,0.123,0.333,0.059,0.0,0.0,0.0,0.0,0.0,0.0,5.265,11.333,3.526,4.58,0.125
7,67.0,0.286,0.0,0.023,0.0,0.0,0.0,0.0,0.0,0.0,5.667,87.0,4.466,34.851,0.417
9,10.0,0.202,0.0,0.028,0.0,0.0,0.0,0.0,0.0,0.0,5.889,14.4,4.277,5.816,0.275
2,1.357,0.073,0.0,0.056,0.0,0.0,0.0,0.0,0.0,0.0,6.056,3.857,3.989,1.617,0.429
6,2.111,0.092,0.0,0.094,0.0,0.0,0.0,0.0,0.0,0.0,5.766,7.111,4.159,2.913,0.357
0,2.5,0.103,0.5,0.043,0.0,0.0,0.0,0.0,0.0,0.0,5.087,11.5,3.135,4.652,0.3
4,2.8,0.074,0.0,0.031,0.015,0.0,0.0,0.0,0.0,0.0,4.585,13.0,4.174,5.237,0.6
4,4.667,0.048,0.0,0.073,0.0,0.0,0.0,0.0,0.0,0.0,6.122,13.667,3.714,5.574,0.28
5,3.3,0.255,0.1,0.034,0.0,0.0,0.0,0.167,0.0,0.167,5.685,8.9,4.489,3.627,0.361
5,12.5,0.236,0.0,0.049,0.024,0.0,0.0,0.333,0.0,0.333,5.915,41.0,4.407,16.468,0.324
12,6.75,0.542,0.0,0.045,0.0,0.0,0.0,0.286,0.143,0.143,5.342,27.75,4.71,11.129,0.553
2,1.0,0.208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.316,9.5,2.944,3.863,0.083
16,4.375,0.054,0.25,0.065,0.0,0.0,0.0,0.0,0.333,0.0,5.453,17.375,4.934,7.01,0.309
9,6.778,0.025,0.222,0.073,0.004,0.0,0.0,0.037,0.074,0.0,6.047,30.444,5.613,12.261,0.324
5,7.25,0.054,0.0,0.143,0.0,0.0,0.0,0.0,0.0,0.0,6.286,14.0,4.025,5.679,0.417
0,0.0,0.183,0.0,0.045,0.0,0.0,0.0,0.0,0.0,0.0,4.955,22.0,3.091,8.8,0.4
9,5.75,0.063,0.25,0.064,0.0,0.0,0.0,0.0,0.133,0.0,4.936,27.25,4.691,10.944,0.358
18,5.429,0.056,0.214,0.06,0.013,0.0,0.0,0.107,0.071,0.036,5.391,21.571,5.71,8.695,0.447
4,2.0,0.075,0.4,0.067,0.0,0.0,0.0,0.0,0.0,0.0,5.044,9.0,3.807,3.671,0.353
4,3.667,0.036,0.0,0.149,0.0,0.0,0.0,0.0,0.0,0.0,5.255,15.667,3.85,6.318,0.45
7,2.333,0.167,0.083,0.081,0.0,0.0,0.0,0.111,0.0,0.111,4.928,9.25,4.71,3.761,0.488
8,3.286,0.014,0.0,0.067,0.0,0.0,0.0,0.0,0.0,0.0,5.707,10.714,4.317,4.376,0.303
32,20.333,0.395,0.0,0.006,0.013,0.0,0.0,0.0,0.0,0.0,5.864,51.333,5.037,20.572,0.328
17,6.5,0.054,0.25,0.065,0.0,0.0,0.0,0.211,0.0,0.211,5.038,23.0,5.215,9.252,0.286
3,7.0,0.926,0.0,0.079,0.0,0.0,0.0,0.0,0.0,0.0,5.184,19.0,3.638,7.632,0.769
2,10,0.053,0.0,0.273,0.0,0.0,0.0,0,0,0,5.758,8.25,3.497,3.385,1.1
13,3.833,0.142,0.5,0.074,0.005,0.0,0.0,0.032,0.0,0.032,5.436,17.0,5.318,6.871,0.394
12,5.333,0.201,0.333,0.084,0.0,0.0,0.0,0.08,0.08,0.04,5.377,31.833,5.252,12.8,0.322
4,3.143,0.421,0.143,0.086,0.011,0.0,0.0,0.333,0.167,0.167,4.763,13.286,4.533,5.353,0.286
4,3.25,0.019,0.25,0.132,0.0,0.0,0.0,0.0,0.091,0.0,5.575,26.5,4.663,10.66,0.5
9,6.0,0.906,0.0,0.127,0.0,0.0,0.0,0.0,0.0,0.0,5.732,23.667,4.263,9.489,0.303
1,2.778,0.254,0.222,0.056,0.011,0.0,0.0,0.0,0.0,0.0,5.112,9.889,4.489,4.001,0.353
4,2.556,0.061,0.111,0.079,0.008,0.0,0.0,0.167,0.083,0.083,5.238,14.0,4.836,5.651,0.346
1,1.667,0.043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.229,8.0,3.871,3.225,0.19
2,10,0.154,0.0,0.067,0.0,0.0,0.0,0,0,0,5.2,7.5,2.708,3.08,0.429
10,5.429,0.953,0.0,0.101,0.0,0.0,0.0,0.0,0.0,0.0,5.98,14.143,4.595,5.714,0.386
6,9.5,0.12,0.25,0.091,0.0,0.0,0.0,0.0,0.0,0.0,5.602,22.0,4.477,8.859,0.394
2,1.667,0.057,0.333,0.157,0.0,0.0,0.0,0.0,0.0,0.0,5.118,17.0,3.932,6.831,0.364
7,4.8,0.147,0.0,0.067,0.0,0.0,0.0,0.0,0.0,0.0,6.117,12.0,4.094,4.86,0.387
1,1.667,0.022,0.333,0.06,0.015,0.0,0.0,0.0,0.0,0.0,5.179,11.167,4.205,4.521,0.3
10,3.0,0.045,0.333,0.024,0.0,0.0,0.0,0.0,0.0,0.0,5.72,20.833,4.828,8.407,0.283
1,4.5,0.016,0.0,0.097,0.0,0.0,0.0,0.0,0.0,0.0,5.903,15.5,3.434,6.226,0.417
4,2.8,0.049,0.2,0.068,0.0,0.0,0.0,0.0,0.077,0.0,5.727,13.2,4.883,5.359,0.393
4,3.6,0.04,0.0,0.074,0.0,0.0,0.0,0.0,0.0,0.0,5.956,13.6,4.22,5.505,0.393
6,3.714,0.163,0.0,0.126,0.0,0.0,0.0,0.0,0.0,0.0,5.611,13.571,4.554,5.504,0.421
2,3.429,0.076,0.286,0.074,0.0,0.0,0.0,0.182,0.0,0.182,5.252,19.286,4.905,7.788,0.242
9,3.375,0.071,0.5,0.116,0.0,0.0,0.0,0.053,0.0,0.053,5.652,20.5,5.1,8.288,0.351
2,6.5,0.042,1.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,5.269,33.5,4.205,13.436,0.343
9,5.333,0.078,0.167,0.055,0.0,0.0,0.0,0.0,0.0,0.0,5.63,12.167,4.29,4.938,0.243
5,4.429,0.05,0.0,0.04,0.01,0.0,0.0,0.0,0.0,0.111,5.414,14.143,4.595,5.706,0.447
5,6.5,0.036,0.5,0.04,0.0,0.0,0.0,0.0,0.0,0.0,5.54,25.0,3.912,10.072,0.333
19,7.5,0.243,0.0,0.032,0.0,0.0,0.0,0.125,0.125,0.0,7.0,15.75,4.143,6.338,0.286
3,2.286,0.032,0.429,0.092,0.0,0.0,0.0,0.0,0.0,0.0,5.761,15.571,4.691,6.305,0.347
2,3.0,0.035,0.25,0.074,0.0,0.0,0.0,0.0,0.0,0.0,5.889,13.5,3.989,5.474,0.391
11,7.0,0.059,0.0,0.06,0.0,0.0,0.0,0.167,0.0,0.167,6.776,16.75,4.205,6.796,0.278
6,16.5,0.261,0.0,0.045,0.0,0.0,0.0,0.0,0.0,0.0,5.227,33.0,4.19,13.23,0.286
2,4.333,0.153,0.0,0.0,0.053,0.0,0.0,0.0,0.0,0.0,6.895,6.333,2.944,2.638,0.273
2,4.0,0.077,0.5,0.114,0.0,0.0,0.0,0.143,0.143,0.143,5.318,22.0,3.784,8.845,0.389
9,3.444,0.05,0.111,0.046,0.0,0.0,0.0,0.071,0.0,0.071,5.198,14.556,4.875,5.88,0.222
12,6.6,0.08,0.2,0.07,0.018,0.0,0.0,0.4,0.4,0.0,5.921,22.8,4.736,9.169,0.311
8,1.273,0.037,0.091,0.027,0.0,0.0,0.0,0.176,0.0,0.176,4.813,10.182,4.718,4.109,0.231
7,8.75,0.091,0.0,0.066,0.0,0.0,0.0,0.0,0.0,0.0,5.961,19.0,4.331,7.647,0.447
6,3.0,0.122,0.125,0.101,0.0,0.0,0.0,0.0,0.0,0.0,5.828,12.375,4.595,5.035,0.48
4,3.6,0.139,0.0,0.046,0.0,0.0,0.0,0.143,0.0,0.143,5.538,13.0,4.174,5.262,0.379
25,4.833,0.221,0.0,0.063,0.008,0.0,0.0,0.0,0.0,0.0,6.859,21.333,4.852,8.589,0.328
7,2.227,0.03,0.045,0.063,0.0,0.0,0.0,0.0,0.0,0.0,5.96,10.182,5.412,4.132,0.324
3,5.5,0.941,0.0,0.094,0.016,0.0,0.0,0.0,0.0,0.0,5.141,10.667,4.159,4.336,0.333
21,4.429,0.037,0.286,0.058,0.0,0.0,0.0,0.0,0.034,0.0,5.939,21.0,5.684,8.478,0.362
7,3.167,0.183,0.333,0.046,0.0,0.0,0.0,0.125,0.125,0.0,4.936,18.167,4.691,7.381,0.193
3,5.25,0.058,0.0,0.088,0.0,0.0,0.0,0.0,0.0,0.0,6.088,14.25,4.043,5.791,0.393
15,4.167,0.04,0.167,0.045,0.0,0.0,0.0,0.0,0.071,0.0,5.737,16.5,5.288,6.671,0.39
9,5.2,0.047,0.0,0.054,0.0,0.0,0.0,0.0,1.0,0.0,6.036,11.2,4.025,4.544,0.321
2,2.333,0.029,0.333,0.054,0.0,0.0,0.0,0.0,0.0,0.0,4.689,12.333,4.304,4.971,0.278
5,4.75,0.967,0.0,0.045,0.022,0.0,0.0,0.0,0.0,0.0,5.404,22.25,4.489,8.949,0.209
2,4.0,0.032,0.333,0.08,0.0,0.0,0.0,0.0,0.0,0.0,5.42,16.667,3.912,6.699,0.32
5,3.0,0.026,0.143,0.13,0.0,0.0,0.0,0.0,0.167,0.0,5.883,11.0,4.344,4.468,0.704
3,1.6,0.031,0.2,0.093,0.0,0.0,0.0,0.0,0.0,0.2,5.315,10.8,3.989,4.409,0.409
18,17.0,0.074,0.25,0.034,0.011,0.0,0.0,0.071,0.071,0.0,5.146,44.5,5.182,17.858,0.313
3,2.286,0.04,0.0,0.144,0.0,0.0,0.0,0.0,0.0,0.0,5.667,15.857,4.71,6.411,0.341
3,98.0,0.251,0.0,0.075,0.0,0.0,0.0,0.0,0.0,0.0,5.478,67.0,4.205,26.878,0.273
2,1.75,0.041,0.25,0.08,0.0,0.0,0.0,0.0,0.0,0.0,4.84,12.5,3.912,5.04,0.292
5,3.0,0.048,0.167,0.053,0.0,0.0,0.0,0.0,0.0,0.0,5.053,12.667,4.331,5.135,0.353
6,1.0,0.037,0.2,0.039,0.0,0.0,0.0,0.125,0.125,0.0,5.333,10.2,3.932,4.111,0.25
2,1.8,0.068,0.2,0.123,0.0,0.0,0.0,0.0,0.0,0.0,5.421,11.4,4.043,4.623,0.478
9,6.333,0.068,0.0,0.048,0.0,0.0,0.0,0.0,0.0,0.0,5.887,20.667,4.127,8.306,0.419
5,7.333,0.949,0.0,0.021,0.0,0.0,0.0,0.125,0.125,0.0,5.229,16.0,3.871,6.442,0.12
2,3,0.043,0.0,0.0,0.0,0.0,0.0,0,0,0,4.792,8.0,3.178,3.267,0.333
4,6.0,0.081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.519,27.0,3.296,10.859,0.231
3,3.75,0.027,0.25,0.1,0.0,0.0,0.0,0.111,0.0,0.111,5.567,15.0,4.094,6.06,0.37
11,6.333,0.038,0.0,0.1,0.013,0.0,0.0,0.0,0.0,0.0,6.175,26.667,4.382,10.722,0.306
11,4.714,0.026,0.143,0.081,0.012,0.0,0.0,0.0,0.0,0.0,6.186,12.286,4.454,4.97,0.385
1,5,0.196,0.0,0.133,0.0,0.0,0.0,0,0,0,5.733,5.0,2.708,2.08,0.667
8,2.333,0.151,0.0,0.048,0.016,0.0,0.0,0.0,0.0,0.0,5.565,10.333,4.127,4.178,0.37
4,3.857,0.12,0.286,0.071,0.0,0.0,0.0,0.105,0.105,0.0,5.339,18.143,4.844,7.33,0.304
2,1.0,0.208,1.0,0.037,0.037,0.0,0.0,0.0,0.0,0.0,6.222,27.0,3.296,10.83,0.158
4,7.0,0.022,0.0,0.078,0.0,0.0,0.0,0.0,0.5,0.0,5.247,38.5,4.344,15.462,0.333
3,1.6,0.031,0.2,0.093,0.0,0.0,0.0,0.0,0.0,0.2,5.315,10.8,3.989,4.409,0.409
7,6.5,0.247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.795,22.0,3.784,8.836,0.263
6,3.167,0.095,0.167,0.063,0.0,0.0,0.0,0.0,0.0,0.0,6.219,10.667,4.159,4.323,0.435
0,1.5,0.057,0.5,0.083,0.0,0.0,0.0,0.0,0.0,0.0,5.125,12.0,3.178,4.833,0.273
17,13.5,0.072,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,5.909,24.75,4.595,9.948,0.459
8,8.5,0.095,0.5,0.042,0.017,0.0,0.0,0.25,0.0,0.25,5.042,29.75,4.779,11.961,0.465
2,11,0.142,0.0,0.0,0.0,0.0,0.0,0,0,0,6.625,16.0,2.773,6.475,0.222
1,18.0,0.072,0.0,0.114,0.0,0.0,0.0,0.0,0.0,0.0,5.977,44.0,3.784,17.7,0.316
22,5.2,0.034,0.3,0.097,0.0,0.0,0.0,0.1,0.1,0.0,5.675,23.7,5.468,9.541,0.433
2,1.0,0.048,0.0,0.063,0.0,0.0,0.0,0.5,0.5,0.0,5.167,6.857,3.871,2.809,0.917
5,3.5,0.017,0.0,0.095,0.0,0.0,0.0,0.182,0.182,0.0,5.981,17.5,4.654,7.08,0.367
1,3.0,0.018,0.5,0.109,0.0,0.0,0.0,0.0,0.0,0.0,6.065,23.0,3.829,9.261,0.261
0,6.25,0.134,0.0,0.118,0.02,0.0,0.0,0.167,0.0,0.167,5.275,12.75,3.932,5.147,0.208
12,4.286,0.04,0.0,0.043,0.0,0.0,0.0,0.111,0.0,0.111,5.529,19.714,4.927,7.929,0.227
5,18.0,0.076,0.0,0.087,0.0,0.0,0.0,0.0,0.0,0.0,5.978,46.0,3.829,18.47,0.333
3,4,0.095,0.0,0.0,0.0,0.0,0.0,0,0,0,6.462,13.0,2.565,5.262,0.143
5,3.6,0.115,0.0,0.113,0.0,0.0,0.0,0.0,0.0,0.0,6.094,10.6,3.97,4.331,0.55
2,4.0,0.021,0.0,0.075,0.0,0.0,0.0,0.0,0.0,0.0,6.245,13.25,3.97,5.383,0.25
5,3.4,0.038,0.0,0.019,0.0,0.0,0.0,0.167,0.0,0.167,5.398,10.8,4.682,4.383,0.269
6,3.625,0.986,0.0,0.133,0.0,0.0,0.0,0.1,0.0,0.1,5.609,16.0,4.852,6.472,0.377
5,1.5,0.223,0.0,0.068,0.0,0.0,0.0,0.0,0.0,0.0,4.339,5.9,4.078,2.435,0.296
3,3.0,0.07,0.6,0.04,0.01,0.0,0.0,0.1,0.0,0.1,5.455,19.8,4.595,8.009,0.234
6,1.875,0.048,0.0,0.111,0.0,0.0,0.0,0.286,0.0,0.286,5.617,10.125,4.394,4.129,0.724
7,12.0,0.035,1.0,0.148,0.0,0.0,0.0,0.0,0.0,0.0,5.557,61.0,4.804,24.452,0.5
20,20.0,0.203,0.333,0.029,0.0,0.0,0.0,0.0,0.0,0.0,5.882,56.667,5.136,22.74,0.121
1,3.0,0.03,1.0,0.143,0.0,0.0,0.0,0.0,0.0,0.0,6.429,21.0,3.045,8.438,0.3
10,4.571,0.049,0.143,0.051,0.02,0.0,0.0,0.0,0.0,0.0,6.0,14.143,4.595,5.714,0.302
7,7.667,0.339,0.333,0.033,0.0,0.0,0.0,0.25,0.25,0.0,4.956,30.333,4.511,12.164,0.286
5,4.0,0.028,0.2,0.073,0.0,0.0,0.0,0.0,0.0,0.0,5.659,16.4,4.407,6.614,0.289
2,2.25,0.047,0.25,0.114,0.0,0.0,0.0,0.0,0.0,0.0,6.057,8.75,3.555,3.569,0.353
4,8.0,0.048,0.0,0.081,0.0,0.0,0.0,0.0,0.0,0.0,6.419,20.667,4.127,8.344,0.64
20,47.0,0.165,0.0,0.061,0.0,0.0,0.0,0.111,0.0,0.111,5.915,70.667,5.357,28.316,0.333
3,7.667,0.033,0.0,0.017,0.0,0.0,0.0,0.0,0.0,0.0,5.567,20.0,4.094,8.06,0.296
26,7.4,0.166,0.2,0.063,0.0,0.0,0.0,0.125,0.125,0.0,6.21,28.6,4.963,11.471,0.421
4,2.4,0.014,0.8,0.071,0.0,0.0,0.0,0.0,0.0,0.0,5.0,22.6,4.727,9.072,0.341
3,3.714,0.136,0.286,0.061,0.0,0.0,0.0,0.111,0.111,0.0,5.227,18.857,4.883,7.616,0.276
12,7.0,0.085,0.2,0.092,0.0,0.0,0.0,0.0,0.0,0.0,7.415,13.0,4.174,5.274,0.357
1,3.2,0.042,0.4,0.038,0.0,0.0,0.0,0.0,0.091,0.0,4.628,15.6,4.357,6.271,0.188
9,3.5,0.112,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.224,29.0,4.06,11.655,0.217
4,6.0,0.045,0.5,0.087,0.0,0.0,0.0,0.0,0.0,0.0,5.739,23.0,3.829,9.252,0.368
0,0,0.19,0.0,0.0,0.0,0.0,0.0,0,0,0,4.2,5.0,1.609,2.08,0.5
1,3.5,0.062,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,5.5,25.0,3.912,10.072,0.435
10,5.429,0.953,0.0,0.101,0.0,0.0,0.0,0.0,0.0,0.0,5.98,14.143,4.595,5.714,0.386
2,3.75,0.022,0.5,0.053,0.0,0.0,0.0,0.0,0.0,0.0,5.487,19.0,4.331,7.674,0.353
8,9.0,0.576,0.2,0.018,0.0,0.0,0.0,0.111,0.0,0.111,5.325,22.8,4.736,9.169,0.375
3,1.273,0.083,0.0,0.134,0.0,0.0,0.0,0.0,0.2,0.0,5.582,6.091,4.205,2.502,0.385
7,2.545,0.063,0.182,0.051,0.006,0.0,0.0,0.0,0.0,0.0,5.135,16.182,5.182,6.538,0.256
5,2.167,0.036,0.167,0.064,0.0,0.0,0.0,0.111,0.0,0.111,5.287,15.667,4.543,6.301,0.244
6,3.0,0.055,0.25,0.113,0.0,0.0,0.0,0.0,0.0,0.0,5.83,13.25,3.97,5.368,0.5
16,3.75,0.145,0.125,0.057,0.0,0.0,0.0,0.1,0.0,0.1,6.632,10.875,4.466,4.401,0.364
8,7.0,0.073,0.0,0.014,0.0,0.0,0.0,0.25,0.25,0.0,4.75,36.0,4.277,14.444,0.29
